BUG #,Developer that fixed the Bug,LSI Given Relevant File,File Experts,Package Experts,System Experts,File Level,Package Level,System Level,Overall
62069,darin,\org.eclipse.debug.core\core\org\eclipse\debug\core\sourcelookup\ISourceContainerTypeDelegate.java,darin,darin darins jburns droberts krbarnes lbourlier jszursze ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\commands\PreferenceCommandRegistry.java,dpollock nick eidsness cmclaren sarsenau ,nick cmclaren ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
62069,darin,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\contexts\ContextDefinition.java,tod dpollock nick eidsness cmclaren sarsenau,cmclaren tod ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
62966,mvalenta,\org.eclipse.team.ui\src\org\eclipse\team\internal\ui\actions\ConfigureProjectAction.java,jlemieux droberts james,droberts darin mvalenta darins dbaeumer dmegert jburns akiezun tmaeder maeschli ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,0,1
62966,mvalenta,\org.eclipse.ui.ide\extensions\org\eclipse\ui\actions\MoveProjectAction.java,jeem eidsness tod mvanmeek sarsenau ,droberts darin mvalenta darins dbaeumer dmegert jburns akiezun tmaeder maeschli,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,0,1
62966,mvalenta,\org.eclipse.ui.ide\src\org\eclipse\ui\internal\ide\dialogs\MultiStepCapabilityWizard.java,jeem sarsenau ,jeem sarsenau eidsness maeschli maeschlimann dmegert cvs cknaus akiezun dbaeumer ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
62966,mvalenta,\org.eclipse.pde.ui\src\org\eclipse\pde\internal\ui\wizards\imports\BinaryProjectFilter.java,wmelhem dejan cwong droberts ,wmelhem dejan droberts cwong vlad ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
62966,mvalenta,\org.eclipse.ui.ide\src\org\eclipse\ui\internal\ide\dialogs\CreateProjectWizard.java,jeem sarsenau ,jeem sarsenau eidsness maeschli maeschlimann dmegert cvs cknaus akiezun dbaeumer ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
62966,mvalenta,\org.eclipse.pde.ui\src\org\eclipse\pde\internal\ui\wizards\IProjectProvider.java,wmelhem dejan ,droberts dmegert maeschli maeschlimann dbaeumer cvs dejan wmelhem egamma cwong ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
62966,mvalenta,\org.eclipse.debug.ui\ui\org\eclipse\debug\internal\ui\stringsubstitution\FolderPrompt.java,darin krbarnes ,darin darins krbarnes lbourlier jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
62966,mvalenta,\org.eclipse.ui.ide\extensions\org\eclipse\ui\actions\CopyProjectAction.java,jeem eidsness tod mvanmeek sarsenau ,droberts darin darins dbaeumer dmegert jburns mvalenta tmaeder maeschli ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,0,1
62966,mvalenta,\org.eclipse.ui.ide\extensions\org\eclipse\ui\actions\CopyProjectOperation.java,jeem eidsness tod sarsenau ,droberts darin darins dbaeumer dmegert jburns akiezun tmaeder maeschli jszursze ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
62966,mvalenta,\org.eclipse.debug.ui\ui\org\eclipse\debug\internal\ui\stringsubstitution\FilePrompt.java,darin krbarnes ,darin darins krbarnes lbourlier jburns ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.ui.forms\src\org\eclipse\ui\forms\widgets\TreeNode.java,dejan,cvs maeschlimann egamma ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.ui.forms\src\org\eclipse\ui\internal\forms\widgets\HyperlinkSegment.java,dejan ,cvs maeschlimann egamma ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.jface.text\src\org\eclipse\jface\text\source\IAnnotationPresentation.java,dmegert teicher kmaetzel,dmegert jlemieux ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.ltk.ui.refactoring\src\org\eclipse\ltk\internal\ui\refactoring\util\PixelConverter.java,dejan egamma dmegert wmelhem dbaeumer maeschlimann akiezun droberts droberts2 ,othomann jlanneluc dbaeumer pmulet dmegert akiezun droberts ptff cvs maeschlimann ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.ui.forms\src\org\eclipse\ui\internal\forms\widgets\ParagraphSegment.java,dejan,cvs maeschlimann egamma ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.jdt.junit\src\org\eclipse\jdt\internal\junit\ui\JUnitProgressBar.java,egamma dmegert droberts ,darins darin jszursze droberts jburns dmegert egamma cvs dbaeumer krbarnes ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.jface.text\src\org\eclipse\jface\text\source\ImageUtilities.java,dmegert kmaetzel,dmegert jlemieux ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.ui.forms\src\org\eclipse\ui\internal\forms\widgets\BulletParagraph.java,dejan,cvs maeschlimann egamma ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.ui.presentations.r21\src\org\eclipse\ui\internal\presentations\r21\widgets\CTabItem.java,eidsness ,cvs maeschlimann egamma ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
64607,silenio,\org.eclipse.ui.editors\src\org\eclipse\ui\texteditor\ImageUtilities.java,dmegert kmaetzel ,dmegert nick ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,0,0
68343,jlanneluc,\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IInnerClassesAttribute.java,othomann jlanneluc ,othomann jlanneluc dbaeumer pmulet dmegert akiezun droberts ptff cvs maeschlimann ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
68343,jlanneluc,\org.eclipse.jdt.debug\eval\org\eclipse\jdt\internal\debug\eval\ast\instructions\ArrayAllocation.java,jburns darin darins droberts ,droberts jburns darin darins lbourlier ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
68343,jlanneluc,\org.eclipse.jdt.debug\eval\org\eclipse\jdt\internal\debug\eval\ast\instructions\ArrayInitializerInstruction.java,jburns darin darins lbourlier droberts ,droberts jburns darin darins lbourlier ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
68343,jlanneluc,\org.eclipse.update.core\src\org\eclipse\update\core\ISiteFeatureReference.java,johna dejan dbirsan wmelhem celek droberts ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
68343,jlanneluc,\org.eclipse.jdt.debug\eval\org\eclipse\jdt\internal\debug\eval\ast\instructions\ArrayAccess.java,jburns darin darins lbourlier droberts ,droberts jburns darin darins lbourlier ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
68343,jlanneluc,\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\ILineNumberAttribute.java,othomann jlanneluc ,othomann jlanneluc dbaeumer pmulet dmegert akiezun droberts ptff cvs maeschlimann ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
68343,jlanneluc,\org.eclipse.osgi\core\framework\org\eclipse\osgi\framework\internal\core\Util.java,pmulet jlanneluc othomann kjohnson ,pmulet jlanneluc othomann darin darins droberts ptff jburns wmelhem dejan ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
68343,jlanneluc,\org.eclipse.core.resources\src\org\eclipse\core\internal\indexing\Insertable.java,dj droberts rperetti ,dj droberts daved rperetti johna jlanneluc rodrigo othomann kjohnson ptff ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
68343,jlanneluc,\org.eclipse.jdt.debug\eval\org\eclipse\jdt\internal\debug\eval\ast\instructions\PushArrayLength.java,darin darins jburns droberts ,droberts jburns darin darins lbourlier ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
68343,jlanneluc,\org.eclipse.search\search\org\eclipse\search\internal\ui\SearchResultContentProvider.java,dmegert droberts cvs,darins darin jszursze droberts jburns dmegert egamma cvs dbaeumer krbarnes ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
71354,dmegert,\org.eclipse.ui.ide\src\org\eclipse\ui\internal\ide\dialogs\WelcomeEditor.java,jeem nick eidsness mvanmeek sxenos sarsenau ,jeem sarsenau eidsness maeschli maeschlimann dmegert cvs cknaus akiezun dbaeumer ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
71354,dmegert,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\dialogs\ProductInfoDialog.java,jeem nick eidsness sarsenau ,jeem sarsenau eidsness maeschli maeschlimann dmegert cvs cknaus akiezun dbaeumer ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
71354,dmegert,\org.eclipse.jface.text\src\org\eclipse\jface\text\IDocumentAdapterExtension.java,dmegert kmaetzel droberts,dmegert kmaetzel droberts2 darins wmelhem teicher dbaeumer cvs dejan droberts ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
71354,dmegert,\org.eclipse.ui.workbench\Eclipse UI\org\eclipse\ui\internal\about\AboutItem.java,eidsness ,dpollock khorne eidsness karice,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
71354,dmegert,\org.eclipse.help\src\org\eclipse\help\internal\context\IStyledContext.java,dejan kkolosow ,dejan wmelhem cwong ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,0,1,1
71354,dmegert,\org.eclipse.ui.workbench.texteditor\src\org\eclipse\ui\texteditor\AbstractTextEditor.java,dmegert teicher bbokowski mkeller khorne tod kmaetzel cmarti cmclaren eduardo ,dmegert nick ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,1,1,1,1
71354,dmegert,\org.eclipse.jdt.debug.ui\ui\org\eclipse\jdt\internal\debug\ui\JDISourceViewer.java,darins darin jburns krbarnes droberts ,darins darin jszursze droberts jburns dmegert egamma cvs dbaeumer krbarnes ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
71354,dmegert,\org.eclipse.ui.ide\src\org\eclipse\ui\internal\ide\dialogs\WelcomeItem.java,jeem sarsenau ,jeem sarsenau eidsness maeschli maeschlimann dmegert cvs cknaus akiezun dbaeumer ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
71354,dmegert,\org.eclipse.debug.ui\ui\org\eclipse\debug\ui\AbstractLaunchConfigurationTabGroup.java,darin darins jburns droberts ,darins darin jszursze droberts jburns dmegert egamma cvs dbaeumer krbarnes ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
71354,dmegert,\org.eclipse.pde.ui\src\org\eclipse\pde\internal\ui\editor\schema\DescriptionSection.java,dejan wmelhem cwong droberts vlad ,dejan vlad wmelhem droberts cwong darins darin dmegert dj dbaeumer ,dbaeumer droberts dmegert othomann akiezun darins darin dejan jlanneluc ptff,0,1,1,1
