,,,Xfinder Recommendations,,,Xfinder Accuracy on Commit/Patch Files,,,,,,,,,Maintainer Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,
164688,berger,tool_curves\kis_tool_moutline.h, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,tool\kis_selection_tool_helper.cpp, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,selectiontools\kis_tool_select_eraser.h, ,mkruisselbrink ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,tool_curves\kis_tool_example.h, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,selectiontools\kis_tool_select_polygonal.h, ,mkruisselbrink ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,selectiontools\kis_tool_select_contiguous.h, ,mkruisselbrink ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
164688,berger,selectiontools\kis_tool_select_outline.h, ,mkruisselbrink ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,dang chehrlic berger fmerz habacker lunakl jdandres ariya mlaurent astan,1,1,1,1
166966,langkamp,textshape\ChangeTracker.cpp, ,fmerz girish zander mkruisselbrink zachmann sebsauer ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,kotext\KoVariable.cpp, ,girish zander sebsauer mkruisselbrink staniek zachmann fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,tests\documentstructuretest.cpp, ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,import\kwordfilter.cpp, ,ingwa ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,libppt\powerpoint.cpp, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,kernel\kptcommand.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,kernel\kptcommand.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,msword\mswordimport.cpp, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,kernel\kptdocuments.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
166966,langkamp,kotext\KoTextDocument.cpp,girish ,girish zander sebsauer mkruisselbrink staniek zachmann fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,danders sebsauer apaku djarvie stepin rempt staniek chehrlic annma jriddell,0,0,0,0
167009,zander,tests\TestBasicLayout.cpp,sebsauer ducroquet ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,part\KWPageTextInfo.cpp, ,zander zachmann ducroquet sebsauer fyanardi mkruisselbrink ingwa nikolaus girish fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,part\KWPageManager.cpp,zander sebsauer ducroquet ,zander zachmann ducroquet sebsauer fyanardi mkruisselbrink ingwa nikolaus girish fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,1,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,part\KWPageManager.cpp,zander sebsauer ducroquet ,zander zachmann ducroquet sebsauer fyanardi mkruisselbrink ingwa nikolaus girish fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,1,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,tests\TestPageManager.cpp,sebsauer ducroquet ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,tests\KWPageManagerTester.cpp, ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,commands\KWPageInsertCommand.cpp,zander sebsauer ducroquet ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,1,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,dialogs\KWPageSettingsDialog.cpp,zander sebsauer ducroquet ,zander girish sebsauer rempt ducroquet mkruisselbrink zachmann ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,1,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,part\KPrMasterPage.cpp, ,zander zachmann ducroquet sebsauer fyanardi mkruisselbrink ingwa nikolaus girish fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167009,zander,commands\KPrPageEffectSetCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mfranz beaulen aseigo fela rempt menard coolo aacid dang dmeltzer,0,0,0,0
167247,langkamp,resources\KoResourceServerObserver.h, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,resources\KoResourceServerAdapter.h, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,resources\KoResourceServer.h,fmerz ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,resources\KoResourceServerAdapter.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,kernel\kptresource.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
167247,langkamp,kernel\kptcommand.cpp, ,fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,tokoe astan mwoehlke rempt tburdick buis sharan sengels clicea bhards,0,0,0,0
169696,jaham,tests\TestShapeReorderCommand.cpp, ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,commands\KoShapeReorderCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,commands\KoShapeShearCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,tests\MockShapes.h, ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,commands\KoShapeLockCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,commands\KoShapeMoveCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,commands\KoShapeKeepAspectRatioCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,commands\KoPADisplayMasterShapesCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,tests\TestSelection.cpp,zander ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
169696,jaham,commands\KoPathBaseCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,sengels lukast zachmann anagl fmerz psn rodda jlayt mlaurent adrian,0,0,0,0
171969,jaham,flake\ShapeDeleter_p.cpp, ,staniek zachmann zander mkruisselbrink jaham clicea nikolaus fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,0,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,shape\KritaShapeFactory.cpp, ,jsimon ingwa zachmann ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,flake\KoShapeManager.cpp, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,shapeselector\Canvas.cpp, ,zander mkruisselbrink ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,divineProportion\Intro.cpp, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,flake\KoShapeManager.cpp, ,staniek zachmann zander mkruisselbrink jaham clicea nikolaus fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,0,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,shapeproperties\ShapePropertiesDocker.cpp, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,commands\KoShapeCreateCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,flake\KoShapeControllerBase.h, ,staniek zachmann zander mkruisselbrink jaham clicea nikolaus fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,0,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
171969,jaham,divineProportion\DivineProportionShapeFactory.cpp, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,roop pletourn fmerz sebsauer jaham ereslibre bcail tokoe menard psn,1,1,1,1
173354,zachmann,part\KWPageTextInfo.cpp, ,zander zachmann ducroquet sebsauer fyanardi mkruisselbrink ingwa nikolaus girish fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,part\KWPageManager.cpp,zander sebsauer ducroquet ,zander zachmann ducroquet sebsauer fyanardi mkruisselbrink ingwa nikolaus girish fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,part\KWPageManager.cpp,zander sebsauer ducroquet ,zander zachmann ducroquet sebsauer fyanardi mkruisselbrink ingwa nikolaus girish fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,tests\TestBasicLayout.cpp,sebsauer ducroquet ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,tests\TestPageManager.cpp,sebsauer ducroquet ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,tests\KWPageManagerTester.cpp, ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,part\KPrMasterPage.cpp, ,zander zachmann ducroquet sebsauer fyanardi mkruisselbrink ingwa nikolaus girish fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,commands\KWPageInsertCommand.cpp,zander sebsauer ducroquet ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,commands\KPrPageEffectSetCommand.cpp, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173354,zachmann,dialogs\KWPageSettingsDialog.cpp,zander sebsauer ducroquet ,zander girish sebsauer rempt ducroquet mkruisselbrink zachmann ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,simon abeaumont bloos buis montanaro habacker berger krake lueck fmerz,0,0,0,0
173630,zander,pagelayout\KPrPageLayouts.cpp,zachmann ,zachmann fmerz boemann dfaure ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,main\KoPageFormat.cpp, ,fmerz staniek villani langkamp berger ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,pagelayout\KPrPageLayoutSharedSavingData.cpp,zachmann ,zachmann fmerz boemann dfaure ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,tests\TestBasicLayout.cpp,sebsauer ducroquet ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,pagelayout\KPrPageLayouts.cpp,zachmann ,zachmann fmerz boemann dfaure ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,guiutils\KoPageLayoutDialog.cpp,sebsauer ,sebsauer mkruisselbrink fmerz zander ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,main\KoPageLayout.cpp, ,fmerz staniek villani langkamp berger ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,tests\TestPageManager.cpp,sebsauer ducroquet ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,guiutils\KoPageLayoutWidget.cpp,mkruisselbrink sebsauer ,sebsauer mkruisselbrink fmerz zander ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,commands\KWPagePropertiesCommand.cpp,zander mkruisselbrink ducroquet ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,1,1,1,1,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173882,jaham,guiutils\KoUniColorChooser.cpp, ,sebsauer mkruisselbrink fmerz zander ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,shape\ChartConfigWidget.cpp, ,jsimon ingwa zachmann ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,chart\ChartDialog.h, ,nikolaus ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,dialogs\GoalSeekDialog.cpp, ,zander girish sebsauer rempt ducroquet mkruisselbrink zachmann ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,tests\TestStatisticalFunctions.cpp, ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
