step,action,action_type,documents,experiment,total_seconds
803,infer,issue,1,temporal,0.0
804,infer,source,12,temporal,1330.0
805,train,online,1,temporal,74.0
806,infer,issue,1,temporal,0.0
807,infer,source,12,temporal,1323.0
808,train,online,1,temporal,75.0
809,infer,issue,1,temporal,1.0
810,infer,source,12,temporal,1328.0
811,train,online,1,temporal,73.0
812,infer,issue,1,temporal,1.0
813,infer,source,12,temporal,1336.0
814,train,online,1,temporal,73.0
815,infer,issue,1,temporal,1.0
816,infer,source,12,temporal,1335.0
817,train,online,1,temporal,73.0
818,infer,issue,1,temporal,1.0
819,infer,source,12,temporal,1332.0
820,train,online,1,temporal,74.0
821,infer,issue,1,temporal,1.0
822,infer,source,12,temporal,1330.0
823,train,online,1,temporal,74.0
824,infer,issue,1,temporal,1.0
825,infer,source,12,temporal,1329.0
826,train,online,1,temporal,74.0
827,infer,issue,1,temporal,1.0
828,infer,source,12,temporal,1328.0
829,train,online,1,temporal,74.0
830,infer,issue,1,temporal,0.0
831,infer,source,12,temporal,1329.0
832,train,online,1,temporal,74.0
833,infer,issue,1,temporal,1.0
834,infer,source,12,temporal,1322.0
835,train,online,1,temporal,75.0
836,infer,issue,1,temporal,1.0
837,infer,source,12,temporal,1329.0
838,train,online,1,temporal,74.0
839,infer,issue,1,temporal,1.0
840,infer,source,12,temporal,1336.0
841,train,online,1,temporal,74.0
842,infer,issue,1,temporal,1.0
843,infer,source,12,temporal,1327.0
844,train,online,1,temporal,74.0
845,infer,issue,1,temporal,1.0
846,infer,source,12,temporal,1328.0
847,train,online,1,temporal,75.0
848,infer,issue,1,temporal,1.0
849,infer,source,12,temporal,1321.0
850,train,online,1,temporal,74.0
851,infer,issue,1,temporal,1.0
852,infer,source,12,temporal,1327.0
853,train,online,1,temporal,74.0
854,infer,issue,1,temporal,1.0
855,infer,source,12,temporal,1331.0
856,train,online,1,temporal,73.0
857,infer,issue,1,temporal,1.0
858,infer,source,12,temporal,1330.0
859,train,online,1,temporal,74.0
860,infer,issue,1,temporal,1.0
861,infer,source,12,temporal,1326.0
862,train,online,1,temporal,75.0
863,infer,issue,1,temporal,1.0
864,infer,source,12,temporal,1328.0
865,train,online,1,temporal,73.0
866,infer,issue,1,temporal,1.0
867,infer,source,12,temporal,1333.0
868,train,online,1,temporal,74.0
869,infer,issue,1,temporal,1.0
870,infer,source,12,temporal,1330.0
871,train,online,1,temporal,74.0
872,infer,issue,1,temporal,1.0
873,infer,source,12,temporal,1332.0
874,train,online,1,temporal,74.0
875,infer,issue,1,temporal,1.0
876,infer,source,12,temporal,1321.0
877,train,online,1,temporal,74.0
878,infer,issue,1,temporal,1.0
879,infer,source,12,temporal,1332.0
880,train,online,1,temporal,74.0
881,infer,issue,1,temporal,1.0
882,infer,source,12,temporal,1332.0
883,train,online,1,temporal,74.0
884,infer,issue,1,temporal,1.0
885,infer,source,12,temporal,1328.0
886,train,online,1,temporal,74.0
887,infer,issue,1,temporal,1.0
888,infer,source,12,temporal,1328.0
889,train,online,1,temporal,76.0
890,infer,issue,1,temporal,0.0
891,infer,source,12,temporal,1326.0
892,train,online,1,temporal,74.0
893,infer,issue,1,temporal,1.0
894,infer,source,12,temporal,1332.0
895,train,online,1,temporal,74.0
896,infer,issue,1,temporal,1.0
897,infer,source,12,temporal,1333.0
898,train,online,1,temporal,74.0
899,infer,issue,1,temporal,1.0
900,infer,source,12,temporal,1339.0
901,train,online,1,temporal,74.0
902,infer,issue,1,temporal,1.0
903,infer,source,12,temporal,1328.0
904,train,online,1,temporal,74.0
905,infer,issue,1,temporal,1.0
906,infer,source,12,temporal,1334.0
907,train,online,1,temporal,74.0
908,infer,issue,1,temporal,1.0
909,infer,source,12,temporal,1335.0
910,train,online,1,temporal,74.0
911,infer,issue,1,temporal,1.0
912,infer,source,12,temporal,1331.0
913,train,online,1,temporal,74.0
914,infer,issue,1,temporal,0.0
915,infer,source,12,temporal,1334.0
916,train,online,1,temporal,75.0
917,infer,issue,1,temporal,1.0
918,infer,source,12,temporal,1329.0
919,train,online,1,temporal,74.0
920,infer,issue,1,temporal,1.0
921,infer,source,12,temporal,1333.0
922,train,online,1,temporal,74.0
923,infer,issue,1,temporal,1.0
924,infer,source,12,temporal,1333.0
925,train,online,1,temporal,74.0
926,infer,issue,1,temporal,0.0
927,infer,source,12,temporal,1333.0
928,train,online,1,temporal,74.0
929,infer,issue,1,temporal,1.0
930,infer,source,12,temporal,1327.0
931,train,online,1,temporal,75.0
932,infer,issue,1,temporal,1.0
933,infer,source,12,temporal,1330.0
934,train,online,1,temporal,74.0
935,infer,issue,1,temporal,0.0
936,infer,source,12,temporal,1340.0
937,train,online,1,temporal,73.0
938,infer,issue,1,temporal,1.0
939,infer,source,12,temporal,1340.0
940,train,online,1,temporal,74.0
941,infer,issue,1,temporal,1.0
942,infer,source,12,temporal,1340.0
943,train,online,2,temporal,75.0
944,infer,issue,1,temporal,1.0
945,infer,source,12,temporal,1328.0
946,train,online,1,temporal,73.0
947,infer,issue,1,temporal,1.0
948,infer,source,12,temporal,1334.0
949,train,online,1,temporal,74.0
950,infer,issue,1,temporal,0.0
951,infer,source,12,temporal,1334.0
952,train,online,1,temporal,74.0
953,infer,issue,1,temporal,1.0
954,infer,source,12,temporal,1335.0
955,train,online,1,temporal,74.0
956,infer,issue,1,temporal,1.0
957,infer,source,12,temporal,1334.0
958,train,online,1,temporal,76.0
959,infer,issue,1,temporal,0.0
960,infer,source,12,temporal,1332.0
961,train,online,1,temporal,73.0
962,infer,issue,1,temporal,1.0
963,infer,source,12,temporal,1339.0
964,train,online,1,temporal,73.0
965,infer,issue,1,temporal,1.0
966,infer,source,12,temporal,1333.0
967,train,online,2,temporal,75.0
968,infer,issue,1,temporal,1.0
969,infer,source,12,temporal,1338.0
970,train,online,1,temporal,74.0
971,infer,issue,1,temporal,1.0
972,infer,source,12,temporal,1329.0
973,train,online,1,temporal,74.0
974,infer,issue,1,temporal,1.0
975,infer,source,12,temporal,1334.0
976,train,online,1,temporal,74.0
977,infer,issue,1,temporal,0.0
978,infer,source,12,temporal,1340.0
979,train,online,1,temporal,73.0
980,infer,issue,1,temporal,1.0
981,infer,source,12,temporal,1334.0
982,train,online,1,temporal,74.0
983,infer,issue,1,temporal,0.0
984,infer,source,12,temporal,1338.0
985,train,online,1,temporal,75.0
986,infer,issue,1,temporal,1.0
987,infer,source,12,temporal,1329.0
988,train,online,1,temporal,74.0
989,infer,issue,1,temporal,1.0
990,infer,source,12,temporal,1335.0
991,train,online,1,temporal,74.0
992,infer,issue,1,temporal,0.0
993,infer,source,12,temporal,1334.0
994,train,online,1,temporal,73.0
995,infer,issue,1,temporal,1.0
996,infer,source,12,temporal,1336.0
997,train,online,2,temporal,89.0
998,infer,issue,1,temporal,1.0
999,infer,source,12,temporal,1331.0
1000,train,online,3,temporal,78.0
1001,infer,issue,1,temporal,1.0
1002,infer,source,12,temporal,1337.0
1003,train,online,1,temporal,74.0
1004,infer,issue,1,temporal,1.0
1005,infer,source,13,temporal,1344.0
1006,train,online,2,temporal,75.0
1007,infer,issue,1,temporal,1.0
1008,infer,source,13,temporal,1337.0
1009,train,online,1,temporal,74.0
1010,infer,issue,1,temporal,1.0
1011,infer,source,14,temporal,1341.0
1012,train,online,1,temporal,74.0
1013,infer,issue,1,temporal,1.0
1014,infer,source,14,temporal,1332.0
1015,train,online,1,temporal,74.0
1016,infer,issue,1,temporal,0.0
1017,infer,source,14,temporal,1338.0
1018,train,online,1,temporal,74.0
1019,infer,issue,1,temporal,0.0
1020,infer,source,14,temporal,1347.0
1021,train,online,1,temporal,73.0
1022,infer,issue,1,temporal,1.0
1023,infer,source,14,temporal,1338.0
1024,train,online,1,temporal,73.0
1025,infer,issue,1,temporal,1.0
1026,infer,source,14,temporal,1336.0
1027,train,online,1,temporal,76.0
1028,infer,issue,1,temporal,1.0
1029,infer,source,14,temporal,1331.0
1030,train,online,1,temporal,74.0
1031,infer,issue,1,temporal,1.0
1032,infer,source,15,temporal,1339.0
1033,train,online,1,temporal,74.0
1034,infer,issue,1,temporal,0.0
1035,infer,source,15,temporal,1339.0
1036,train,online,1,temporal,74.0
1037,infer,issue,1,temporal,1.0
1038,infer,source,15,temporal,1340.0
1039,train,online,1,temporal,74.0
1040,infer,issue,1,temporal,1.0
1041,infer,source,15,temporal,1331.0
1042,train,online,1,temporal,75.0
1043,infer,issue,1,temporal,1.0
1044,infer,source,15,temporal,1336.0
1045,train,online,1,temporal,74.0
1046,infer,issue,1,temporal,0.0
1047,infer,source,15,temporal,1344.0
1048,train,online,1,temporal,74.0
1049,infer,issue,1,temporal,0.0
1050,infer,source,15,temporal,1338.0
1051,train,online,1,temporal,73.0
1052,infer,issue,1,temporal,1.0
1053,infer,source,15,temporal,1340.0
1054,train,online,1,temporal,75.0
1055,infer,issue,1,temporal,1.0
1056,infer,source,15,temporal,1332.0
1057,train,online,1,temporal,74.0
1058,infer,issue,1,temporal,1.0
1059,infer,source,15,temporal,1339.0
1060,train,online,1,temporal,75.0
1061,infer,issue,1,temporal,0.0
1062,infer,source,15,temporal,1348.0
1063,train,online,1,temporal,75.0
1064,infer,issue,1,temporal,0.0
1065,infer,source,15,temporal,1343.0
1066,train,online,1,temporal,74.0
1067,infer,issue,1,temporal,1.0
1068,infer,source,15,temporal,1336.0
1069,train,online,1,temporal,76.0
1070,infer,issue,1,temporal,0.0
1071,infer,source,15,temporal,1333.0
1072,train,online,1,temporal,74.0
1073,infer,issue,1,temporal,1.0
1074,infer,source,15,temporal,1339.0
1075,train,online,3,temporal,76.0
1076,infer,issue,1,temporal,0.0
1077,infer,source,15,temporal,1338.0
1078,train,online,2,temporal,75.0
1079,infer,issue,1,temporal,1.0
1080,infer,source,15,temporal,1342.0
1081,train,online,1,temporal,74.0
1082,infer,issue,1,temporal,0.0
1083,infer,source,15,temporal,1333.0
1084,infer,issue,1,temporal,1.0
1085,infer,source,15,temporal,1339.0
1086,train,online,1,temporal,74.0
1087,infer,issue,1,temporal,0.0
1088,infer,source,15,temporal,1343.0
1089,train,online,1,temporal,74.0
1090,infer,issue,1,temporal,1.0
1091,infer,source,15,temporal,1341.0
1092,train,online,1,temporal,74.0
1093,infer,issue,1,temporal,1.0
1094,infer,source,15,temporal,1346.0
1095,train,online,1,temporal,75.0
1096,infer,issue,1,temporal,1.0
1097,infer,source,15,temporal,1336.0
1098,train,online,1,temporal,75.0
1099,infer,issue,1,temporal,0.0
1100,infer,source,15,temporal,1341.0
1101,train,online,1,temporal,74.0
1102,infer,issue,1,temporal,1.0
1103,infer,source,16,temporal,1342.0
1104,train,online,1,temporal,74.0
1105,infer,issue,1,temporal,0.0
1106,infer,source,16,temporal,1342.0
1107,train,online,1,temporal,74.0
1108,infer,issue,1,temporal,1.0
1109,infer,source,16,temporal,1341.0
1110,train,online,1,temporal,76.0
1111,infer,issue,1,temporal,0.0
1112,infer,source,16,temporal,1342.0
1113,train,online,1,temporal,75.0
1114,infer,issue,1,temporal,0.0
1115,infer,source,16,temporal,1346.0
1116,train,online,1,temporal,75.0
1117,infer,issue,1,temporal,0.0
1118,infer,source,16,temporal,1344.0
1119,train,online,1,temporal,74.0
1120,infer,issue,1,temporal,1.0
1121,infer,source,16,temporal,1350.0
1122,train,online,1,temporal,74.0
1123,infer,issue,1,temporal,0.0
1124,infer,source,16,temporal,1336.0
1125,train,online,1,temporal,75.0
1126,infer,issue,1,temporal,0.0
1127,infer,source,16,temporal,1344.0
1128,train,online,1,temporal,74.0
1129,infer,issue,1,temporal,1.0
1130,infer,source,16,temporal,1348.0
1131,train,online,1,temporal,74.0
1132,infer,issue,1,temporal,0.0
1133,infer,source,16,temporal,1345.0
1134,train,online,1,temporal,74.0
1135,infer,issue,1,temporal,1.0
1136,infer,source,16,temporal,1345.0
1137,train,online,1,temporal,75.0
1138,infer,issue,1,temporal,1.0
1139,infer,source,16,temporal,1336.0
1140,train,online,1,temporal,74.0
1141,infer,issue,1,temporal,1.0
1142,infer,source,16,temporal,1343.0
1143,train,online,1,temporal,76.0
1144,infer,issue,1,temporal,1.0
1145,infer,source,16,temporal,1352.0
1146,train,online,1,temporal,74.0
1147,infer,issue,1,temporal,0.0
1148,infer,source,16,temporal,1351.0
1149,train,online,1,temporal,74.0
1150,infer,issue,1,temporal,1.0
1151,infer,source,16,temporal,1349.0
1152,train,online,2,temporal,77.0
1153,infer,issue,1,temporal,0.0
1154,infer,source,16,temporal,1346.0
1155,train,online,1,temporal,74.0
1156,infer,issue,1,temporal,1.0
1157,infer,source,16,temporal,1352.0
1158,train,online,1,temporal,74.0
1159,infer,issue,1,temporal,1.0
1160,infer,source,16,temporal,1351.0
1161,train,online,1,temporal,74.0
1162,infer,issue,1,temporal,1.0
1163,infer,source,16,temporal,1353.0
1164,train,online,1,temporal,74.0
1165,infer,issue,1,temporal,0.0
1166,infer,source,16,temporal,1348.0
1167,train,online,1,temporal,76.0
1168,infer,issue,1,temporal,1.0
1169,infer,source,16,temporal,1348.0
1170,train,online,1,temporal,74.0
1171,infer,issue,1,temporal,1.0
1172,infer,source,16,temporal,1352.0
1173,train,online,1,temporal,74.0
1174,infer,issue,1,temporal,1.0
1175,infer,source,16,temporal,1351.0
1176,train,online,1,temporal,74.0
1177,infer,issue,1,temporal,1.0
1178,infer,source,16,temporal,1351.0
1179,train,online,1,temporal,74.0
1180,infer,issue,1,temporal,1.0
1181,infer,source,16,temporal,1343.0
1182,train,online,1,temporal,74.0
1183,infer,issue,1,temporal,1.0
1184,infer,source,16,temporal,1352.0
1185,train,online,1,temporal,74.0
1186,infer,issue,1,temporal,1.0
1187,infer,source,16,temporal,1355.0
1188,train,online,1,temporal,74.0
1189,infer,issue,1,temporal,1.0
1190,infer,source,16,temporal,1351.0
1191,train,online,1,temporal,74.0
1192,infer,issue,1,temporal,1.0
1193,infer,source,16,temporal,1355.0
1194,train,online,1,temporal,74.0
1195,infer,issue,1,temporal,1.0
1196,infer,source,16,temporal,1348.0
1197,train,online,1,temporal,74.0
1198,infer,issue,1,temporal,1.0
1199,infer,source,16,temporal,1351.0
